Name,URL,Location,Score,Reviews,Main Categories,Average Response Time,On time Delivery Rate,Total Orders so far,Total Order Amount,Services,Quality Control,Certificates,Floor Space,Annual Export Revenue (USD),Production Lines,Total Annual Output (Units),Production Machines,Quality Control on All Lines,QA/QC Inspectors,Main Markets,Main Client Types,Customization Options,New Products Launched Last Year,R&D Engineers
"Wenzhou Bangxin Fastener Co., Ltd.",,"Zhejiang, China ",-1,-1,≤7h,100.0%,- orders,-1,-1,,,3137,5000000,-1,-1,-1,Yes,3,"North America(55%), Domestic Market(17%), Eastern Europe(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",300,3
"Kafuwell (hangzhou) Industry Co., Ltd.",,"Zhejiang, China ",4.7,4 reviews,≤1h,100.0%,17 orders,"US $10,000+",-1,,,17089,2292449,4,-1,10,Yes,3,"Western Europe(50%), Domestic Market(30%), North America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",230,1
"Zhejiang Kelong Hardware Co., Ltd.",,"Zhejiang, China ",5.0,2 reviews,≤5h,100.0%,- orders,-1,-1,,,20000,-1,4,-1,32,Yes,4,"North America(60%), Western Europe(35%), South America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",20,4
"Henan Changhong Mechanical & Electrical Equipment Co., Ltd.",,"Henan, China ",5.0,3 reviews,≤3h,72.7%,19 orders,"US $90,000+",-1,,,5400,-1,1,-1,33,Yes,5,"Southeast Asia(60%), North America(10%), Eastern Europe(10%)",,"Retailer, Engineer, Wholesaler, Manufacturer","customized on demand, graphic processing, sample processing",-1,3
"Henan Protool Tools Co., Ltd.",,"Henan, China ",4.7,10 reviews,≤8h,100.0%,- orders,-1,-1,,,1800,-1,5,-1,7,Yes,2,"Southeast Asia(30%), South America(20%), Eastern Asia(20%)",,"Retailer, Brand business","sample processing, graphic processing, customized on demand",20,2
Shenzhen Allwin Gifts Limited,,"Guangdong, China ",3.3,5 reviews,≤3h,88.1%,- orders,-1,-1,,,1000,3179363,-1,-1,28,Yes,2,"Oceania(17%), Mid East(15%), North America(10%)",,"Retailer, Wholesaler, Brand business, For private use","light customization, customized on demand, sample processing, graphic processing",120,4
"Quanzhou Midstar Abrasive Co., Ltd.",,"Fujian, China ",4.6,23 reviews,≤2h,98.3%,118 orders,"US $110,000+",-1,,,2504,-1,1,-1,-1,Yes,1,"Mid East(40%), Domestic Market(30%), North America(5%)",,"Retailer, Wholesaler, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand",2,1
"Jinhua Coofixtools I And E Co., Ltd.",,"Zhejiang, China ",5.0,15 reviews,≤5h,97.1%,81 orders,"US $2,600,000+",-1,,,6379,13589105,3,-1,13,Yes,7,"South America(24%), Africa(20%), Mid East(20%)",,"Retailer, Engineer, Wholesaler, Brand business","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",40,7
"Jiangmen Huaduo Hardware Co., Ltd.",,"Guangdong, China ",4.9,12 reviews,≤3h,90.3%,- orders,-1,-1,,,3095,-1,1,-1,44,Yes,2,"Southeast Asia(60%), North America(10%), South America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",-1,3
"Zhejiang Zhifu Technology Co., Ltd.",,"Zhejiang, China ",3.6,2 reviews,≤5h,100.0%,- orders,-1,-1,,,3500,600000,2,1000000,5,Yes,2,"Domestic Market(60%), North America(30%), Western Europe(10%)",,"Retailer, Wholesaler, Brand business","sample processing, graphic processing, customized on demand",10,1
"Shenyang Ezd Sign Co., Ltd.",,"Liaoning, China ",4.9,13 reviews,≤2h,98.5%,- orders,-1,-1,,,1370,1050000,-1,-1,-1,Yes,1,"North America(30%), Mid East(30%), Oceania(20%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",500,5
"Shenyang Dongyue Industrial Co., Ltd.",,"Liaoning, China ",5.0,4 reviews,≤2h,90.0%,- orders,-1,-1,,,16566,-1,-1,-1,0,Yes,-1,-1,,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",500,3
"Shenzhen WiViTouch Technology Co., Ltd.",,"Guangdong, China ",4.8,30 reviews,≤1h,97.7%,- orders,-1,-1,,,1500,2250000,1,22000,-1,Yes,2,"North America(70%), Domestic Market(10%), Central America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, customized on demand, graphic processing",10,4
Shenzhen Jeetop Technology Limited,,"Guangdong, China ",4.4,9 reviews,≤2h,96.0%,- orders,-1,-1,,,2000,2850000,-1,-1,-1,Yes,2,"North America(80%), South America(5%), Western Europe(4%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",10,3
"Bazhou Yizhan Exhibition Equipment Co., Ltd.",,"Hebei, China ",4.7,49 reviews,≤3h,99.2%,221 orders,"US $550,000+",-1,,,4000,-1,4,-1,57,Yes,2,"Domestic Market(36%), North America(10%), Eastern Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",150,5
"Shenzhen Oux Technology Co., Ltd.",,"Guangdong, China ",4.7,89 reviews,≤2h,99.7%,665 orders,"US $290,000+",-1,,,2420,-1,-1,50000,-1,Yes,3,"Western Europe(45%), North America(30%), Oceania(5%)",,-1,"light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",26,7
"Ningbo SICEN Refrigeration Equipment Co., Ltd.",,"Zhejiang, China ",4.9,27 reviews,≤7h,100.0%,160 orders,"US $420,000+",-1,,,8000,-1,3,-1,8,Yes,5,"Domestic Market(30%), North America(14%), Western Europe(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",-1,5
"Shanghai Xingye Shelf Co., Ltd.",,"Shanghai, China ",4.9,17 reviews,≤2h,100.0%,- orders,-1,-1,,,4543,-1,6,-1,17,Yes,2,"North America(30%), Southeast Asia(30%), Mid East(30%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",1000,2
"Chongqing Changbaotian Machinery Technology Co., Ltd.",,"Chongqing, China ",4.6,24 reviews,≤4h,100.0%,- orders,-1,-1,,,6334,-1,2,-1,25,Yes,2,"Domestic Market(80%), Oceania(8%), North America(5%)",,"Retailer, Wholesaler, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",3,2
Guangzhou Baokang Western Kitchen Equipment Factory,,"Guangdong, China ",4.6,47 reviews,≤2h,95.1%,249 orders,"US $80,000+",-1,,,5000,-1,4,-1,27,Yes,2,"Eastern Europe(45%), Southeast Asia(20%), Africa(20%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",-1,1
"Taizhou Genteck Electric Co., Ltd.",,"Zhejiang, China ",4.3,10 reviews,≤4h,97.1%,64 orders,"US $50,000+",-1,,,6314,-1,8,-1,12,Yes,6,"Eastern Europe(20%), Southeast Asia(20%), South America(18%)",,"Retailer, Wholesaler, Brand business","light customization, sample processing, graphic processing, customized on demand",40,3
"Qingdao Ruihong Fengmao Animal Husbandry Equipment Co., Ltd.",,"Shandong, China ",4.8,4 reviews,≤2h,100.0%,- orders,-1,-1,,,4000,1986657,3,-1,9,Yes,3,"Domestic Market(70%), North America(10%), South America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",150,1
"Jinyun Qilong Machinery Co., Ltd.",,"Zhejiang, China ",4.6,20 reviews,≤4h,100.0%,107 orders,"US $20,000+",-1,,,14994,2060000,2,510000,43,Yes,3,"Africa(70%), South Asia(16%), Domestic Market(10%)",,"Retailer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",110,0
"Suzhou Guyun Tent Co., Ltd.",,"Jiangsu, China ",4.4,7 reviews,≤5h,60.0%,- orders,-1,-1,,,8335,-1,-1,-1,-1,Yes,3,"Domestic Market(40%), North America(20%), Mid East(20%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",-1,4
"Guangzhou Lc Sign Co., Ltd.",,"Guangdong, China ",4.9,150 reviews,≤2h,100.0%,- orders,-1,-1,,,18060,3000000,-1,6500000,-1,Yes,8,"North America(35%), Eastern Europe(20%), Oceania(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",180,18
"Guangzhou Lc Sign Co., Ltd.",,"Guangdong, China ",5.0,30 reviews,≤6h,98.3%,232 orders,"US $240,000+",-1,,,18060,3000000,-1,6500000,-1,Yes,8,"North America(35%), Eastern Europe(20%), Oceania(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",180,18
"Zhuji Qihong Electro-Mechanical Co., Ltd.",,"Zhjiang, China ",4.8,49 reviews,≤2h,100.0%,120 orders,"US $550,000+",-1,,,1710,-1,2,-1,3,Yes,1,"North America(20%), Western Europe(15%), Mid East(12%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",3,1
"Talent (tianjin) Electronics Co., Ltd.",,"Tianjin, China ",4.9,58 reviews,≤11h,87.8%,487 orders,"US $700,000+",-1,,,4725,-1,4,18000,21,Yes,4,"Eastern Europe(22%), Eastern Asia(20%), South America(18%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",-1,4
"Shanghai Second Printing Co., Ltd.",,"Shanghai, China ",4.8,26 reviews,≤2h,100.0%,94 orders,"US $10,000+",-1,,,681,-1,2,-1,29,Yes,2,"North America(45%), Oceania(35%), Domestic Market(9%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",8,3
"Qingdao Jiachenxin Metal Products Co., Ltd.",,"Shandong, China ",4.9,11 reviews,≤2h,100.0%,- orders,-1,-1,,,4606,-1,12,-1,64,Yes,5,"Domestic Market(80%), North America(10%), South Asia(5%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",30,5
"Shenzhen Hilan Optoelectronic Co., Ltd.",,"Guangdong, China ",4.0,2 reviews,≤2h,90.3%,- orders,-1,-1,,,3000,1200000,3,1122000,76,Yes,3,"Domestic Market(80%), Mid East(8%), North America(3%)",,"Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, customized on demand, light customization, sample processing, graphic processing",8,2
"Dongguan Geshifeng Metal Products Co., Ltd.",,"Guangdong, China ",4.5,39 reviews,≤4h,100.0%,160 orders,"US $200,000+",-1,,,7000,1150000,16,-1,85,Yes,8,"Domestic Market(17%), North America(14%), Mid East(12%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",178,3
"Shenzhen Uhled Technology Co., Ltd.",,"Guangdong, China ",4.7,21 reviews,≤1h,100.0%,92 orders,"US $2,100,000+",-1,,,4418,-1,3,-1,-1,Yes,2,"North America(45%), Western Europe(20%), South America(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",-1,4
Yiwu Kaimai Machinery Equipment Factory,,"Zhejiang, China ",4.8,64 reviews,≤4h,96.7%,- orders,-1,-1,,,800,-1,1,-1,2,Yes,1,"North America(65%), South America(20%), Africa(10%)",,"Retailer, Wholesaler, Brand business","sample processing, graphic processing, customized on demand, no",5,1
"Guangzhou Boxue Shelves Co., Ltd.",,"Guangdong, China ",4.8,7 reviews,≤3h,100.0%,- orders,-1,-1,,,4387,-1,1,-1,51,Yes,3,"Domestic Market(90%), North America(4%), South America(3%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, no",30,7
Chaozhou Chaoan Longhu Yuantai Hardware Manufactory,,"Guangdong, China ",4.3,211 reviews,≤5h,100.0%,640 orders,"US $310,000+",-1,,,9000,1260000,1,1000000,32,Yes,2,"North America(20%), Southeast Asia(15%), South America(10%)",,"Retailer, Wholesaler","sample processing, graphic processing, customized on demand",8,2
"Shenzhen Yirui Electronic Technology Co., Ltd.",,"Guangdong, China ",4.6,14 reviews,≤2h,92.2%,67 orders,"US $110,000+",-1,,,2500,4500000,-1,-1,-1,Yes,4,"North America(30%), Southeast Asia(25%), Western Europe(20%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",50,4
Enping Tact Audio Equipment Factory,,"Guangdong, China ",4.9,8 reviews,≤5h,100.0%,101 orders,"US $220,000+",-1,,,18000,1000000,6,-1,20,Yes,5,"Domestic Market(40%), Southeast Asia(30%), Eastern Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",10,4
"Zhejiang Fanghua Sewing Machine Co., Ltd.",,"Zhejiang, China ",4.5,54 reviews,≤3h,94.0%,182 orders,"US $540,000+",-1,,,30077,10060000,10,-1,148,Yes,4,"Africa(30%), South America(15%), Eastern Europe(15%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",5,3
Guangzhou Joy Inflatable Limited,,"Guangdong, China ",4.5,12 reviews,≤2h,100.0%,- orders,-1,-1,,,1500,899325,2,960,20,Yes,2,"North America(30%), Western Europe(30%), Domestic Market(14%)",,"Retailer, Wholesaler, For private use, Brand business",customized on demand,67,2
"Qingdao Seahisun Food Truck Technology Co., Ltd.",,"Shandong, China ",4.0,49 reviews,≤2h,94.9%,- orders,-1,-1,,,8000,8000000,3,-1,14,Yes,5,"North America(24%), Mid East(15%), Oceania(12%)",,"Retailer, Brand business, For private use","sample processing, graphic processing, customized on demand",90,8
"Guangxi Guichang Shelves Manufacturing Co., Ltd.",,"Guangxi, China ",4.9,33 reviews,≤2h,100.0%,- orders,-1,-1,,,28500,7854896,10,-1,80,Yes,15,"North America(20%), Domestic Market(18%), Southeast Asia(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",10,5
"Gongyi Wanlong Machinery Manufacturing Co., Ltd.",,"Henan, China ",4.5,20 reviews,≤2h,95.6%,- orders,-1,-1,,,3100,-1,3,2100,25,Yes,3,"Africa(38%), South America(21%), North America(17%)",,"Retailer, Engineer, For private use","light customization, sample processing, graphic processing, customized on demand",20,3
"Dongguan Kingone Electronics Co., Ltd.",,"Guangdong, China ",4.9,16 reviews,≤2h,97.3%,208 orders,"US $930,000+",-1,,,15000,4558000,4,-1,4,Yes,11,"North America(21%), Domestic Market(20%), South America(15%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",150,16
"Shenzhen Fantasy View Technology Co., Ltd.",,"Guangdong, China ",4.5,116 reviews,≤2h,94.3%,864 orders,"US $1,000,000+",-1,,,2340,5236468,1,16700,0,Yes,6,"North America(20%), Mid East(15%), Western Europe(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use","light customization, graphic processing, customized on demand, sample processing, light customization, sample processing, graphic processing, customized on demand",60,2
"Guangzhou Heda Shelves Co., Ltd",,"Guangdong, China ",4.8,28 reviews,≤4h,100.0%,- orders,-1,-1,,,2885,21000000,5,-1,54,Yes,3,"South America(15%), Southeast Asia(15%), Africa(15%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",50,7
"Enping Dingbang Electronic Technology Co., Ltd.",,"Guangdong, China ",4.7,196 reviews,≤3h,100.0%,- orders,-1,-1,,,3000,5000000,6,350000,32,Yes,8,"Domestic Market(50%), South America(15%), North America(10%)",,"Retailer, Wholesaler, Brand business","customized on demand, sample processing, graphic processing, customized on demand",60,5
"Shenzhen Xinyu Automation Technology Co., Ltd.",,"Guangdong, China ",4.4,78 reviews,≤6h,99.8%,- orders,-1,-1,,,3000,-1,-1,-1,-1,Yes,4,"North America(65%), Domestic Market(13%), South America(6%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",15,6
